Time,Open,High,Low,Close
2016.06.01 12:00,109.865,109.99,109.729,109.956
2016.06.01 12:05,109.953,109.98,109.876,109.934
2016.06.01 12:10,109.936,109.936,109.781,109.798
2016.06.01 12:15,109.797,109.805,109.616,109.654
2016.06.01 12:20,109.655,109.758,109.645,109.677
2016.06.01 12:25,109.679,109.686,109.544,109.611
2016.06.01 12:30,109.613,109.647,109.572,109.633
2016.06.01 12:35,109.634,109.696,109.604,109.691
2016.06.01 12:40,109.692,109.708,109.628,109.629
2016.06.01 12:45,109.628,109.669,109.617,109.617
2016.06.01 12:50,109.614,109.669,109.57,109.623
2016.06.01 12:55,109.624,109.643,109.587,109.632
2016.06.01 13:00,109.633,109.663,109.619,109.65
2016.06.01 13:05,109.649,109.68,109.611,109.64
2016.06.01 13:10,109.638,109.682,109.62,109.629
2016.06.01 13:15,109.627,109.64,109.509,109.521
2016.06.01 13:20,109.52,109.587,109.483,109.53
2016.06.01 13:25,109.529,109.536,109.422,109.518
2016.06.01 13:30,109.519,109.581,109.518,109.579
2016.06.01 13:35,109.58,109.59,109.553,109.587
2016.06.01 13:40,109.586,109.599,109.551,109.551
2016.06.01 13:45,109.552,109.582,109.476,109.484
2016.06.01 13:50,109.485,109.569,109.485,109.538
2016.06.01 13:55,109.539,109.539,109.507,109.533
2016.06.01 14:00,109.532,109.542,109.478,109.5
2016.06.01 14:05,109.499,109.499,109.361,109.438
2016.06.01 14:10,109.437,109.457,109.382,109.405
2016.06.01 14:15,109.406,109.407,109.243,109.308
2016.06.01 14:20,109.307,109.34,109.274,109.332
2016.06.01 14:25,109.333,109.337,109.314,109.335
2016.06.01 14:30,109.334,109.346,109.215,109.27
2016.06.01 14:35,109.269,109.298,109.26,109.296
2016.06.01 14:40,109.295,109.318,109.277,109.277
2016.06.01 14:45,109.276,109.285,109.212,109.249
2016.06.01 14:50,109.25,109.268,109.169,109.184
2016.06.01 14:55,109.185,109.233,109.171,109.215
2016.06.01 15:00,109.216,109.228,109.12,109.176
2016.06.01 15:05,109.175,109.211,109.078,109.182
2016.06.01 15:10,109.181,109.252,109.165,109.244
2016.06.01 15:15,109.245,109.251,109.193,109.233
2016.06.01 15:20,109.234,109.288,109.226,109.239
2016.06.01 15:25,109.24,109.283,109.24,109.281
2016.06.01 15:30,109.28,109.318,109.237,109.264
2016.06.01 15:35,109.265,109.275,109.199,109.227
2016.06.01 15:40,109.228,109.246,109.215,109.225
2016.06.01 15:45,109.226,109.266,109.196,109.245
2016.06.01 15:50,109.244,109.264,109.055,109.065
2016.06.01 15:55,109.066,109.107,109.045,109.073
2016.06.01 16:00,109.074,109.139,109.048,109.113
2016.06.01 16:05,109.114,109.115,109.056,109.1
2016.06.01 16:10,109.101,109.133,109.079,109.129
2016.06.01 16:15,109.131,109.181,109.12,109.18
2016.06.01 16:20,109.181,109.197,109.156,109.157
2016.06.01 16:25,109.16,109.218,109.159,109.194
2016.06.01 16:30,109.193,109.224,109.17,109.218
2016.06.01 16:35,109.219,109.24,109.185,109.186
2016.06.01 16:40,109.184,109.306,109.181,109.285
2016.06.01 16:45,109.284,109.286,109.225,109.227
2016.06.01 16:50,109.228,109.292,109.211,109.218
2016.06.01 16:55,109.217,109.293,109.211,109.254
2016.06.01 17:00,109.257,109.463,109.257,109.391
2016.06.01 17:05,109.39,109.508,109.35,109.496
2016.06.01 17:10,109.495,109.501,109.438,109.467
2016.06.01 17:15,109.468,109.541,109.36,109.395
2016.06.01 17:20,109.394,109.427,109.334,109.409
2016.06.01 17:25,109.407,109.421,109.316,109.316
2016.06.01 17:30,109.315,109.462,109.314,109.446
2016.06.01 17:35,109.45,109.525,109.43,109.51
2016.06.01 17:40,109.511,109.538,109.431,109.456
2016.06.01 17:45,109.457,109.511,109.444,109.492
2016.06.01 17:50,109.493,109.591,109.467,109.568
2016.06.01 17:55,109.567,109.59,109.422,109.422
2016.06.01 18:00,109.427,109.514,109.422,109.449
2016.06.01 18:05,109.45,109.522,109.438,109.469
2016.06.01 18:10,109.47,109.489,109.436,109.486
2016.06.01 18:15,109.487,109.504,109.449,109.476
2016.06.01 18:20,109.477,109.555,109.474,109.5
2016.06.01 18:25,109.499,109.516,109.466,109.467
2016.06.01 18:30,109.466,109.468,109.425,109.455
2016.06.01 18:35,109.453,109.468,109.444,109.455
2016.06.01 18:40,109.508,109.508,109.477,109.483
2016.06.01 18:45,109.484,109.511,109.463,109.503
2016.06.01 18:50,109.5,109.562,109.493,109.547
2016.06.01 18:55,109.549,109.579,109.518,109.549
2016.06.01 19:00,109.548,109.566,109.528,109.557
2016.06.01 19:05,109.558,109.673,109.534,109.635
2016.06.01 19:10,109.636,109.678,109.633,109.658
2016.06.01 19:15,109.657,109.658,109.614,109.637
2016.06.01 19:20,109.636,109.65,109.613,109.643
2016.06.01 19:25,109.644,109.644,109.583,109.588
2016.06.01 19:30,109.587,109.598,109.572,109.576
2016.06.01 19:35,109.577,109.601,109.558,109.559
2016.06.01 19:40,109.56,109.587,109.558,109.572
2016.06.01 19:45,109.571,109.653,109.563,109.615
2016.06.01 19:50,109.614,109.659,109.613,109.624
2016.06.01 19:55,109.625,109.657,109.622,109.653
2016.06.01 20:00,109.655,109.685,109.647,109.682
2016.06.01 20:05,109.683,109.693,109.566,109.588
2016.06.01 20:10,109.587,109.651,109.576,109.619
2016.06.01 20:15,109.62,109.66,109.62,109.643
2016.06.01 20:20,109.642,109.657,109.618,109.636
2016.06.01 20:25,109.635,109.637,109.564,109.581
2016.06.01 20:30,109.584,109.588,109.563,109.575
2016.06.01 20:35,109.576,109.611,109.558,109.577
2016.06.01 20:40,109.576,109.589,109.564,109.569
2016.06.01 20:45,109.57,109.581,109.546,109.546
2016.06.01 20:50,109.547,109.549,109.516,109.516
2016.06.01 20:55,109.517,109.53,109.504,109.53
2016.06.01 21:00,109.529,109.589,109.529,109.535
2016.06.01 21:05,109.533,109.541,109.474,109.479
2016.06.01 21:10,109.478,109.548,109.475,109.536
2016.06.01 21:15,109.537,109.565,109.534,109.54
2016.06.01 21:20,109.541,109.55,109.508,109.51
2016.06.01 21:25,109.509,109.524,109.479,109.486
2016.06.01 21:30,109.485,109.487,109.449,109.48
2016.06.01 21:35,109.478,109.498,109.469,109.49
2016.06.01 21:40,109.492,109.516,109.486,109.504
2016.06.01 21:45,109.501,109.541,109.478,109.54
2016.06.01 21:50,109.541,109.559,109.534,109.548
2016.06.01 21:55,109.549,109.58,109.54,109.564
2016.06.01 22:00,109.563,109.57,109.492,109.503
2016.06.01 22:05,109.504,109.528,109.5,109.515
2016.06.01 22:10,109.512,109.522,109.481,109.5
2016.06.01 22:15,109.501,109.51,109.485,109.495
2016.06.01 22:20,109.493,109.566,109.492,109.51
2016.06.01 22:25,109.511,109.511,109.497,109.504
2016.06.01 22:30,109.503,109.519,109.487,109.495
2016.06.01 22:35,109.494,109.517,109.49,109.506
2016.06.01 22:40,109.507,109.512,109.502,109.505
2016.06.01 22:45,109.504,109.524,109.5,109.504
2016.06.01 22:50,109.503,109.534,109.502,109.515
2016.06.01 22:55,109.514,109.514,109.477,109.498
2016.06.01 23:00,109.5,109.555,109.479,109.552
2016.06.01 23:05,109.553,109.568,109.549,109.549
2016.06.01 23:10,109.55,109.592,109.545,109.578
2016.06.01 23:15,109.576,109.576,109.546,109.546
2016.06.01 23:20,109.545,109.545,109.53,109.53
2016.06.01 23:25,109.534,109.536,109.503,109.511
2016.06.01 23:30,109.512,109.522,109.512,109.512
2016.06.01 23:35,109.513,109.515,109.5,109.5
2016.06.01 23:40,109.499,109.5,109.491,109.499
2016.06.01 23:45,109.501,109.515,109.501,109.515
2016.06.01 23:50,109.514,109.545,109.514,109.539
2016.06.01 23:55,109.541,109.548,109.528,109.53
2016.06.02 00:00,109.544,109.555,109.54,109.549
