Time,Open,High,Low,Close
2015.04.22 11:00,119.582,119.585,119.412,119.458
2015.04.22 12:00,119.456,119.456,119.357,119.378
2015.04.22 13:00,119.379,119.466,119.343,119.431
2015.04.22 14:00,119.432,119.606,119.42,119.587
2015.04.22 15:00,119.587,119.672,119.531,119.651
2015.04.22 16:00,119.652,119.77,119.652,119.704
2015.04.22 17:00,119.718,119.895,119.712,119.831
2015.04.22 18:00,119.832,119.96,119.832,119.898
2015.04.22 19:00,119.899,119.911,119.82,119.884
2015.04.22 20:00,119.885,119.895,119.828,119.865
2015.04.22 21:00,119.865,119.906,119.795,119.843
2015.04.22 22:00,119.846,119.929,119.84,119.911
2015.04.22 23:00,119.911,119.942,119.859,119.904
2015.04.23 01:00,119.923,120.004,119.92,119.987
2015.04.23 02:00,119.988,120,119.931,119.947
2015.04.23 03:00,119.948,120.092,119.932,120.032
2015.04.23 04:00,120.032,120.065,119.968,120.038
2015.04.23 05:00,120.037,120.067,119.963,119.964
2015.04.23 06:00,119.964,119.998,119.901,119.909
2015.04.23 07:00,119.909,119.953,119.693,119.743
2015.04.23 08:00,119.742,119.862,119.666,119.844
2015.04.23 09:00,119.845,119.912,119.779,119.824
2015.04.23 10:00,119.825,119.928,119.79,119.868
2015.04.23 11:00,119.869,119.973,119.819,119.966
2015.04.23 12:00,119.965,120.061,119.964,120.004
2015.04.23 13:00,120.003,120.047,119.903,119.933
2015.04.23 14:00,119.934,120.086,119.928,120.011
2015.04.23 15:00,120.012,120.075,119.908,119.969
2015.04.23 16:00,119.969,120.041,119.918,119.947
2015.04.23 17:00,119.948,119.962,119.635,119.655
2015.04.23 18:00,119.655,119.725,119.572,119.695
2015.04.23 19:00,119.694,119.709,119.57,119.705
2015.04.23 20:00,119.706,119.713,119.472,119.539
2015.04.23 21:00,119.539,119.582,119.425,119.485
2015.04.23 22:00,119.484,119.547,119.471,119.506
2015.04.23 23:00,119.502,119.596,119.485,119.577
2015.04.24 01:00,119.55,119.646,119.537,119.614
2015.04.24 02:00,119.61,119.629,119.558,119.565
2015.04.24 03:00,119.566,119.616,119.438,119.475
2015.04.24 04:00,119.474,119.535,119.441,119.526
2015.04.24 05:00,119.527,119.565,119.482,119.541
2015.04.24 06:00,119.541,119.633,119.519,119.543
2015.04.24 07:00,119.543,119.572,119.501,119.509
2015.04.24 08:00,119.509,119.603,119.49,119.498
2015.04.24 09:00,119.498,119.551,119.151,119.184
2015.04.24 10:00,119.184,119.383,119.159,119.294
2015.04.24 11:00,119.294,119.506,119.246,119.487
2015.04.24 12:00,119.487,119.59,119.465,119.566
2015.04.24 13:00,119.571,119.574,119.458,119.52
2015.04.24 14:00,119.522,119.578,119.479,119.5
2015.04.24 15:00,119.501,119.532,119.235,119.297
2015.04.24 16:00,119.296,119.301,119.032,119.208
2015.04.24 17:00,119.209,119.243,118.987,118.997
2015.04.24 18:00,118.998,119.001,118.866,118.978
2015.04.24 19:00,118.979,119.049,118.941,119.042
2015.04.24 20:00,119.041,119.052,118.925,118.946
2015.04.24 21:00,118.947,118.959,118.826,118.875
2015.04.24 22:00,118.867,118.91,118.844,118.866
2015.04.24 23:00,118.865,119.007,118.86,118.928
2015.04.27 01:00,118.882,118.953,118.861,118.871
2015.04.27 02:00,118.871,118.932,118.871,118.923
2015.04.27 03:00,118.922,118.995,118.772,118.944
2015.04.27 04:00,118.949,119.009,118.923,118.938
2015.04.27 05:00,118.939,118.939,118.858,118.883
2015.04.27 06:00,118.882,118.952,118.879,118.941
2015.04.27 07:00,118.942,119.081,118.909,119.05
2015.04.27 08:00,119.049,119.053,118.913,118.939
2015.04.27 09:00,118.94,119.229,118.907,119.229
2015.04.27 10:00,119.229,119.276,119.129,119.205
2015.04.27 11:00,119.204,119.264,119.171,119.184
2015.04.27 12:00,119.185,119.416,119.105,119.212
2015.04.27 13:00,119.211,119.364,119.205,119.303
2015.04.27 14:00,119.302,119.386,119.274,119.381
2015.04.27 15:00,119.381,119.429,119.321,119.375
2015.04.27 16:00,119.375,119.432,119.289,119.401
2015.04.27 17:00,119.401,119.406,119.128,119.134
2015.04.27 18:00,119.135,119.2,119.055,119.132
2015.04.27 19:00,119.132,119.139,118.9,118.934
2015.04.27 20:00,118.93,119.054,118.91,119.041
2015.04.27 21:00,119.043,119.088,119.015,119.069
2015.04.27 22:00,119.069,119.134,119.046,119.092
2015.04.27 23:00,119.091,119.122,119.019,119.034
2015.04.28 01:00,119.101,119.153,119.072,119.101
2015.04.28 02:00,119.1,119.187,119.078,119.132
2015.04.28 03:00,119.132,119.165,119.067,119.142
2015.04.28 04:00,119.142,119.196,119.026,119.1
2015.04.28 05:00,119.108,119.14,119.061,119.062
2015.04.28 06:00,119.062,119.131,119.045,119.083
2015.04.28 07:00,119.083,119.135,119.083,119.105
2015.04.28 08:00,119.104,119.122,119.055,119.078
2015.04.28 09:00,119.078,119.121,119.019,119.063
2015.04.28 10:00,119.064,119.126,118.956,119.032
2015.04.28 11:00,119.031,119.108,119.018,119.03
2015.04.28 12:00,119.031,119.038,118.936,118.965
